ICAO	Airline	CALL SIGN	Country
TTM	Societe Tout Transport Mauritanien	TOUT-AIR	Mauritania
TTN	Absolute Flight Services	TITANIUM	South Africa
TTO		TRANSPORT TRANSIT	
TTP	Triple O Aviation	MIGHTY WING	Nigeria
TTR	Transportaciones Y Servicios Aéreos	TRANSPORTACIONES	Mexico
TTS	Transporte Aéreo Técnico Ejecutivo	TECNICO	Mexico
TTU		TANTALUS	
TTW	Tigerair Taiwan	SMART CAT	Taiwan
TTX	Alliance Air Charters	TWISTER	United States
TTY		TRIPLE TOUR	
TUA	Turkmenhovayollary	TURKMENISTAN	Turkmenistan
TUB		TRUE AVIATION	
TUC	Turismo Aéreo de Chile	TURICHILE	Chile
TUD	Flight Alaska	TUNDRA	United States
TUF		TUFTYCLUB	
TUG		TURGAI AVIA	
TUI	TUI fly Deutschland	TUIFLY	Germany
TUI	TUI fly Deutschland	TUI JET	Germany
TUI	Tuninter	TUNISIA	Tunisia
TUJ		TAJA	
TUK	Ocean Wings Commuter Service	TUCKERNUCK	United States
TUL	Tulpar Air	URSAL	Russia
TUM	Tyumenspecavia	TUMTEL	Russia
TUM	UTAir	UTAIR-CARGO	Russian Federation
TUN		TUNISIAN AIRFORCE	
TUO	Taxi Aéreo Turístico	TURISTICO	Mexico
TUP	Aviastar-Tu	TUPOLEVAIR	Russia
TUQ		AIR TURQUOISE	
TUR		AEROTUR	
TUS	ABSA Cargo	TURISMO	Brazil
TUU		TUR SERVICE	
TUV		TURAVIA	
TUX	Tulpar Air Service	TULPA	Kazakhstan
TUY	Línea Turística Aereotuy	AEREOTUY	Venezuela
TUZ	Tuna Aero	TUNA	Sweden
TVA	Trans America Airlines	TRANS-AMERICA	United States
TVD		AEROFLIGHT	
TVE		TRAVEL ENTERPRISE	
TVF	Transavia France	FRANCE SOLEIL	France
TVH	Trabajos Aéreos Vascongados	TRAVASA	Spain
TVI	Tiramavia	TIRAMAVIA	Moldova
TVJ	Thai Vietjet Air	THAIVIET JET	Thailand
TVL	Travel Service	TRAVEL SERVICE	Hungary
TVM		TAVRIA-MAK	
TVN		TAVINA	
TVO	Transavio	TRANS-BALLERIO	Italy
TVP	Smartwings Poland	JETTRAVEL	Poland
TVQ		SLOVAKTRAVEL	
TVR	Tavrey Airlines	TAVREY	Ukraine
TVS	Travel Service	SKYTRAVEL	Czech Republic
TVT		TAXIS TOLUCA	
TVV		PARAMITA	
TWA		T_W_A	
TWB	T'way Air	TWAYAIR	Republic of Korea
TWC		TARAZ	
TWD		TRADEWINGS	
TWE	Transwede Airways	TRANSWEDE	Sweden
TWF	247 Jet Ltd	CLOUD RUNNER	United Kingdom
TWG	air-taxi Europe	TWINGOOSE	Germany
TWI	Tailwind Airlines	TAILWIND	Turkey
TWJ		TWINJET	
TWL	Tradewinds Aviation	TRADEWINDS CANADA	Canada
TWN	Avialeasing Aviation Company	TWINARROW	Uzbekistan
TWO	Twente Airlines	COLIBRI	Netherlands
TWR		TRANSWORLD	
TWT		SUPERIOR	
TWW	Trans Air Welwitchia	WELWITCHIA	Angola
TWY	Sunset Aviation, LLC	TWILIGHT	United States
TXA	Texair Charter	OKAY AIR	United States
TXB	Bell Helicopter Textron	TEXTRON	Canada
TXC	TransAVIAexport Airlines	TRANSEXPORT	Belarus
TXD	Aerotaxis del Noroeste	TAXI OESTE	Mexico
TXE	Transilvania Express	TRANSAIR EXPRESS	Romania
TXF	Aerotaxis Alfe	ALFE	Mexico
TXH		TEXTRON	
TXI	Aereotaxis	AEREOTAXIS	Mexico
TXJ		TAIXIANG	
TXL	Taxi Aéreo Cozatl	TAXI COZATL	Mexico
TXM	Taxi Aéreo de México	TAXIMEX	Mexico
TXN	Texas National Airlines	TEXAS NATIONAL	United States
TXO	Taxis Aéreos de Sinaloa	TAXIS SINALOA	Mexico
TXP		TAJIK EXPRESS	
TXR	Taxirey	TAXIREY	Mexico
TXS	Texas Airlines	TEXAIR	United States
TXT	Texas Air Charters	TEXAS CHARTER	United States
TXU	ATESA Aerotaxis Ecuatorianos	ATESA	Ecuador
TXV	Puerto Vallarta Taxi Aéreo	TAXIVALLARTA	Mexico
TXX		COWBOY	
TXZ	Tex Star Air Freight	TEX STAR	United States
TXZ	Thai Express Air	EXPRESS AIR	Thailand
TYA	NordStar	TAIMYR	Russia
TYC		TRANSYLVANIA	
TYE		TYEE AIR	
TYF	Tayflite	TAYFLITE	United Kingdom
TYG	Trygg-Flyg	TRYGG	Sweden
TYJ	TJS Malta Ltd.	TYROLMALTA	Malta
TYL		DAMASAIR	
TYM		AIR TYUMEN	
TYR	Tyrolean Airways	TYROLEAN	Austria
TYT		TRINITY	
TYW	Tyrol Air Ambulance	TYROL AMBULANCE	Austria
TZA	Aero Tomza	AERO TOMZA	Mexico
TZE	Transporte Aéreo Ernesto Saenz	TRANSPORTE SAENZ	Mexico
TZK	Tajikistan International Airlines	TAJIKSTAN	Tajikistan
TZL		ZELIN	
TZP		TAXI ATIZAPAN	
TZR		RAIN-BEE	
TZS		TOKA	
TZT	Air Zambezi	ZAMBEZI	Zimbabwe
TZT	ZIPAIR Tokyo	ZIPPY	Japan
TZU	Servicios Aéreos Tamazula	TAMAZULA	Mexico
UAB	United Arabian Airlines	UNITED ARABIAN	Sudan
UAC	United Air Charters	UNITAIR	Zimbabwe
UAE	Emirates Airlines	EMIRATES	United Arab Emirates
UAF	United Arab Emirates Air Force	UNIFORCE	United Arab Emirates
UAG	Afra Airlines	AFRALINE	Ghana
UAI	Union Africaine des Transports	UNAIR	Ivory Coast
UAK	Kiev Aviation Plant	AVIATION PLANT	Ukraine
UAL	United Airlines	UNITED	United States
UAN		AVIATION	
UAP		AIRTRACKER	
UAR	Aerostar Airlines	AEROSTAR	Ukraine
UAT		RIVERSIDE	
UAU		UNIFORM	
UBA	Myanma Airways	UNIONAIR	Myanmar
UBD	United Airways	UNITED BANGLADESH	Bangladesh
UBG	US-Bangla Airlines	BANGLA STAR	Bangladesh
UCA	CommutAir	COMMUTAIR	United States
UCB		EAGLE EYE	
UCC	Uganda Air Cargo	UGANDA CARGO	Uganda
UCG	Uniworld Air Cargo	UNIWORLD	Panama
UCH	US Airports Air Charter	US CHARTER	United States
UCK	Air Division of the Eastern Kazakhstan Region	GALETA	Kazakhstan
UCM		MULE FLIGHT	
UCO	Ucoaviacion	UCOAVIACION	Spain
UCR	Aero-Charter Ukraine	CHARTER UKRAINE	Ukraine
UCS	United Carriers Systems	UNITED CARRIERS	United States
UDA	Psudiklat Perhubungan Udara/PLP	UDARA	Indonesia
UDC	DonbassAero	DONBASS AERO	Ukraine
UDD		DONBASS	
UDG		INDERDOG	
UDN	Dniproavia	DNIEPRO	Ukraine
UEA	United Eagle Airlines	UNITED EAGLE	China
UED	Air LA	AIR L-A	United States
UEJ		JETCORP	
UES	Ues-Avia Aircompany	AVIASYSTEM	Ukraine
UEU	United European Airlines	UNITED EUROPEAN	Romania
UFA	State Flight Academy of Ukraine	FLIGHT ACADEMY	Ukraine
UFI		UMBRIA FLY	
UFL		UNIFLY	
UFR		UNITED AFRICA	
UFS	United Feeder Service	FEEDER EXPRESS	United States
UGA	Air Uganda	UGANDA	Uganda
UGB		UGAWINGS	
UGC	Urgemer Canarias	URGEMER	Spain
UGD	Uganda Airlines	CRESTED	Uganda
UGG		UGLAND	
UGL	Inter-Island Air	UGLY VAN	United States
UGN	Yuzhnaya Aircompany	PLUTON	Kazakhstan
UGP	Shar Ink	SHARINK	Russia
UGS		SKY UGANDA	
UGX		CRANE	
UHC		HANDLING COMPANY	
UHL	Ukrainian Helicopters	UKRAINE COPTERS	Ukraine
UHP		SIERRA YANKEE	
UHS	Ulyanovsk Higher Civil Aviation School	PILOT AIR	Russia
UIA	UNI Air	GLORY	Taiwan
UIR		UKRAIR	
UIT	University of Tromsø School of Aviation	ARCTIC	Norway
UJC		ULTIMATE	
UJR	Universal Jet Rental de Mexico	UNIVERSAL JET	Mexico
UJT	Universal Jet Aviation	UNI-JET	United States
UJX	Atlas Ukraine Airlines	ATLAS UKRAINE	Ukraine
UKA	Buzzaway Limited	UKAY	United Kingdom
UKI	UK International Airlines	KHALIQ	United Kingdom
UKL	Ukraine Air Alliance	UKRAINE ALLIANCE	Ukraine
UKM	UM Airlines	UKRAINE MEDITERRANEE	Ukraine
UKN	Ukraine Air Enterprise	ENTERPRISE UKRAINE	Ukraine
UKO		NAFTEX BULGARIA	
UKP	National Police Air Service	POLICE	United Kingdom
UKR	Air Ukraine	AIR UKRAINE	Ukraine
UKS	Ukrainian Cargo Airways	CARGOTRANS	Ukraine
UKT		UKTUS	
UKU	Second Sverdlovsk Air Enterprise	PYSHMA	Russia
UKW	Lviv Airlines	UKRAINE WEST	Ukraine
UKZ		FLYZOOM	
ULA		ULTRAJET	
ULB		USKAM	
ULC		ALBI	
ULH	Ultimate HELI	ULTIMATEHELI	South Africa
ULR	Ultimate Air	VIPER	South Africa
ULS	Carroll Air Service	ULSTER	United States
ULT	Ultrair	ULTRAIR	United States
UMA	Líneas Aéreas del Humaya	HUMAYA	Mexico
UMB	Air Umbria	AIR UMBRIA	Italy
UMK	Yuzhmashavia	YUZMASH	Ukraine
UMS		TOPAZ	
UNA		UNIVERSAIR	
UNC	Uni-Fly	UNICOPTER	Denmark
UND	Atuneros Unidos de California	ATUNEROS UNIDOS	Mexico
UNE		AEROUNE	
UNF	Union Flights	UNION FLIGHTS	United States
UNI		COMMUNITY	
UNJ	Universal Jet	PROJET	Spain
UNO	United Nations	UNITED NATIONS	n/a
UNQ		UNIQUE	
UNR	Rivne Universal Avia	RIVNE UNIVERSAL	Ukraine
UNS	Unsped Paket Servisi	UNSPED	Turkey
UNT	Servicios Aéreos Universitarios	UNIVERSITARIO	Mexico
UNU	Unifly Servizi Aerei	UNIEURO	Italy
UNV		UKRAINE UNIVERSAL	
UNX		UNEX	
UNY	Lund University School of Aviation	UNIVERSITY	Sweden
UPA		FOYLE	
UPB		KRIS	
UPC		CUTLASS	
UPD		BROADSWORD	
UPL	Ukrainian Pilot School	PILOT SCHOOL	Ukraine
UPS	United Parcel Service	U_P_S	United States
UPV		UPAVON	
UQA		UNICARGO	
URA	Aircompany Rosavia	ROSAVIA	Ukraine
URE		EURECA	
URF	Surf Air	SURF AIR	United States
URG	Air Urga	URGA	Ukraine
URI		URI AIR	
URJ	Star Air	STARAV	Pakistan
URK		DJUMA	
URN	Turan Air	TURAN	Azerbaijan
URO		EUROAIR	
URP	ARP 410 Airlines	AIR-ARP	Ukraine
URR		AIR AURORA	
URS		SILK CARGO	
URT		URARTU AIR	
URV	Uraiavia	URAI	Russia
URX		EUREX	
URY	Century Aviation	CENTURY AVIA	Mexico
USA		U_S AIR	
USB	Tusheti	TUSHETI	Georgia
USC	AirNet Express	STAR CHECK	United States
USF	USAfrica Airways	AFRICA EXPRESS	United States
USH	US Helicopter	US-HELI	United States
USJ	US Jet	USJET	United States
USK	Skif-Air	SKIF-AIR	Ukraine
USN	Smarkand Aero Servise	SAMAS	Uzbekistan
USR		U_S ARMY	
USS		U_S SHUTTLE	
UST	Austro Aéreo	AUSTRO AEREO	Ecuador
USW	Special Aviation Works	AKSAR	Uzbekistan
USX	US Express	AIR EXPRESS	United States
UTA	UTair Aviation	UTAIR	Russia
UTD		UNIFORM ECHO	
UTG	UTAGE	UTAGE	Equatorial Guinea
UTK		IRKUT	
UTL		A_V UTIL	
UTM	TAPC Aviatrans Aircompany	AVIATAPS	Uzbekistan
UTN	UTair-Ukraine	UT UKRAINE	Ukraine
UTP		UNI-TOP	
UTR	Utair South Africa	AIRUT	South Africa
UTS	Ukrainian State Air Traffic Service Enterprise	AIRRUH	Ukraine
UTT	Transarabian Transportation Services	ARABIAN TRANSPORT	Uganda
UTX		UTAIR-EXPRESS	
UTY	Alliance Airlines	UNITY	Australia
UVA	Universal Airways	UNIVERSAL	United States
UVG	Universal Airlines	GUYANA JET	Guyana
UVM	Uvavemex	UVAVEMEX	Mexico
UVN	United Aviation	UNITED AVIATION	Kuwait
UVS		UNI-LEONE	
UVT	Auvia Air	AUVIA	Indonesia
UWA		GRUMPY	
UWJ		UKRAINIAN WINGS	
UYA		YUTE AIR	
UYC		CAM AIR	
UZA	Constanta Airline	CONSTANTA	Ukraine
UZB	Uzbekistan Airways	UZBEK	Uzbekistan
UZH		YUZHNOE	
UZL		UZAVIAL	
UZS	Samarkand Airways	SOGDIANA	Uzbekistan
VAA	Van Air Europe	EUROVAN	Czech Republic
VAB		LONGSHIP	
VAC	Vacationair	VACATIONAIR	Canada
VAD	Aero Taxi Los Valles	VALLES	Spain
VAE	Air Evans	AIR-EVANS	Spain
VAG	Vega	SEGA	Kazakhstan
VAI	Avalair	AIR AVALAIR	Serbia
VAJ		TRUBADIX	
VAL	Voyageur Airways	VOYAGEUR	Canada
VAM	Ameravia	AMERAVIA	Uruguay
VAN	Caravan Air	CAMEL	Mauritania
VAP	Phuket Air	PHUKET AIR	Thailand
VAQ		VAQUERO	
VAR	Veca Airlines	VECA	El Salvador
VAS	ATRAN Cargo Airlines	ATRAN	Russian Federation
VAT	Visionair	VISIONAIR	Ireland
VAU		KANGA	
VAV		AIR ANGKOR	
VAW		SOFIA JET	
VAX		VANTAGE	
VAZ	Airlines 400	REMONT AIR	Russia
VBA	V Bird Airlines Netherlands	VEEBEE	Netherlands
VBB		AIR LUBO	
VBC	AVB-2004 Ltd	AIR VICTOR	Bulgaria
VBD	V-Berd-Avia	VEEBIRD-AVIA	Armenia
VBG	North-West Air Transport Company - Vyborg	VYBORG AIR	Russia
VBH		BLUEY	
VBI		BLUEY	
VBR		VIABRASIL	
VBS		AVBASE	
VBV		AIR LUBO	
VBW	Air Burkina	BURKINA	Burkina Faso
VCA	VICA - Viacao Charter Aéreos	VICA	Brazil
VCG		THUNDER CAT	
VCH	Consorcio Helitec	CONSORCIO HELITEC	Venezuela
VCI	CI-Tours	CI-TOURS	Ivory Coast
VCJ		OBELIX	
VCM	Volare Air Charter Company	CARMEN	United States
VCN	Execujet Charter	AVCON	Switzerland
VCO		AVIACOL	
VCR	Cruiser Linhas Aéreas	VOE CRUISER	Brazil
VCT	Viscount Air Service	VISCOUNT AIR	United States
VCV	Conviasa	CONVIASA	Venezuela
VCX	Ocean Airlines	OCEANCARGO	Italy
VCY		VINCY	
VDA	Volga-Dnepr Airlines	VOLGA	Russia
VDC		PRIVIUM	
VDG		VIAJES DON GOYO	
VDO	Servicios Aéreos Avandaro	AVANDARO	Mexico
VDR	Voldirect	VOLDIR	France
VEA	Vega Airlines	VEGA AIRLINES	Bulgaria
VEC	Venescar Internacional	VECAR	Venezuela
VEE	Victor Echo	VICTOR ECHO	Spain
VEF		LADYBIRD	
VEG	Aerovega	AEROVEGA	Mexico
VEI	Virgin Express Ireland	GREEN ISLE	Ireland
VEJ	Aero Ejecutivos	VENEJECUTIV	Venezuela
VEK		ROTCEV	
VEL		VALVET	
VEM		VICAIR	
VEN	Transaven	TRANSAVEN AIRLINE	Venezuela
VEQ		EJECUTIVOS QUERETARO	
VER	Almaver	ALMAVER	Mexico
VES	Vieques Air Link	VIEQUES	United States
VET		POINSETT AIR	
VEX	Virgin Express	VIRGIN EXPRESS	Belgium
VFA		FALCON ROYAL	
VFC	Vietnam Air Services Company (VASCO)	VASCO AIR	Vietnam
VFI		V_I_P FLIGHT	
VFM		VIFEMED	
VFS		VISION FLIGHT	
VFT	VZ Flights	ZETA FLIGHTS	Mexico
VGA		AIR VEGAS	
VGB		HONG XIANG	
VGC	Vanguardia en Aviación en Colima	VANGUARDIA COLIMA	Mexico
VGD	Vanguard Airlines	VANGUARD AIR	United States
VGE		AIR VOSGES	
VGF	Aerovista Gulf Express	VISTA GULF	United Arab Emirates
VGG		AVIAGE	
VGJ		VIGO JET	
VGL		PREFECT	
VGN	Virgin Nigeria Airways	VIRGIN NIGERIA	Nigeria
VGO	Sabaidee Airways	VIRGO	Thailand
VGS	Stichting Vliegschool 16Hoven	SMART	Netherlands
VGU		TIKAL	
VGV	Vologda State Air Enterprise	VOLOGDA AIR	Russia
VGX		GALACTIC	
VHA	VH-Air Industrie	AIR V-H	Angola
VHC		WILDCAT	
VHM	VHM Schul-und-Charterflug	EARLY BIRD	Germany
VHS		VALAIRHELI	
VHT	Corporate Flight International	VEGAS HEAT	United States
VHW		VICTOR HOTEL	
VIA		VIAJE AEREO	
VIB	Vibroair Flugservice	VITUS	Germany
VIC	VIP Servicios Aéreos Ejecutivos	VIP-EJECUTIVO	Mexico
VID		AVIAPRAD	
VIE	VIP Empresarial	VIP EMPRESARIAL	Mexico
VIF	VIF Luftahrt	VIENNA FLIGHT	Austria
VIG	Vega Aviation	VEGA AVIATION	Sudan
VIH	Vichi	VICHI	Moldova
VIJ		AERO VIGO	
VIK	Viking Airlines	SWEDJET	Sweden
VIL	V I Airlink	TURTLE DOVE	British Virgin Islands
VIM	Air VIA	CRYSTAL	Bulgaria
VIN	Vinair Aeroserviços	VINAIR	Portugal
VIO		AVIONIC	
VIP	Tag Aviation UK	SOVEREIGN	United Kingdom
VIR	Virgin Atlantic Airways	VIRGIN	United Kingdom
VIS		DREAM BIRD	
VIT		AVIASTAR	
VIV	Viva Aerobus	AEROENLACES	Mexico
VIV	Viva Aerobus	VIVA	Mexico (common short name)
VIZ	Aerovis Airlines	AEROVIZ	Ukraine
VJA	ValuJet Airlines	CRITTER	United States
VJC	Vietjet Air	VIETJET	Vietnam
VJG		AVIORIPRESE	
VJM	Viajes Ejecutivos Mexicanos	VIAJES MEXICANOS	Mexico
VJS		VISTA JET	
VJT	Vistajet	VISTA	Canada (common short name)
VJT	Vistajet	VISTA JET	Canada
VKA		VULKAN AIR	
VKG	Sunclass Airlines	VIKING	Denmark
VKL		VEKEL	
VKN		TRUE NORTH	
VKO		VNUKOVO	
VKY		VALKYRIE	
VLA	Valan International Cargo Charter	NALAU	South Africa
VLB	Air Volta	VOLTA	Bulgaria
VLC		AVALANCHE	
VLE	C.A.I. Second	VOLA	Italy
VLF	DFS UK Limited	VOLANTE	United Kingdom
VLG	Vueling Airlines	VUELING	Spain
VLH		VALAHIA	
VLI		AEROVOLAR	
VLJ		VALJET	
VLK	Vladivostok Air	VLADAIR	Russia
VLM	VLM Airlines	RUBENS	Belgium
VLN	Valan Limited	VALAN	Moldova
VLO	Varig Logística	VELOG	Brazil
VLR	Aerolíneas Villaverde	VILLAVERDE	Mexico
VLR	Volare 22 X	VOLAX	Mexico
VLS	Aero Virel	VIREL	Mexico
VLT	Vertical-T Air Company	VERTICAL	Russia
VLU	Valuair	VALUAIR	Singapore
VLV	Avialift Vladivostok	VLADLIFT	Russia
VLX	Biz Jet Charter	AVOLAR	United States
VLZ		VOLARE	
VMA	Vero Monmouth Airlines	VERO MONMOUTH	United States
VME	Aviación Comercial de América	AVIAMERICA	Mexico
VMM	Grupo Vuelos Mediterraneo	VUELOS MED	Spain
VMP	Execujet Scandinavia	VAMPIRE	Denmark
VMR		AERO VILAMOURA	
VMS		VICTOR MIKE	
VMT		VARMONTT	
VMX	Aeroventas de Mexico	VENTA	Mexico
VNA	Empresa Aviación Interamericana	EBBA	Uruguay
VNC		VUELOS NACIONALES	
VND	Avinord	AVINORD	Italy
VNE	Empresa Venezolana	VENEZOLANA	Venezuela
VNG	Aero Servicios Vanguardia	VANGUARDIA	Mexico
VNL	Vanilla Air	VANILLA	Japan
VNR		AVANTAIR	
VNS		AEROVENA	
VNT	Avient Air Zambia	AVIENT	Zambia
VNX	Fly Advance	VANCE	United States
VNZ	Tbilaviamsheni	TBILAVIA	Georgia
VOA	Viaggio Air	VIAGGIO	Bulgaria
VOC		COSTA RICAN	
VOE	Volotea	VOLOTEA	Spain
VOG	Voyager Airlines	VOYAGER AIR	Bangladesh
VOI	Volaris	VOLARIS	Mexico
VOL	Blue Chip Jet	BLUE SPEED	Sweden
VOR	Flight Calibration Services Ltd.	FLIGHT CAL	United Kingdom
VOS	Rovos Air	ROVOS	South Africa
VOZ	Virgin Australia Airlines	VELOCITY	Australia
VPA	DanubeWings	VIP TAXI	Slovakia
VPB	Veteran Air	VETERAN	Ukraine
VPC		SOLAR	
VPE		VIVA PERU	
VPP		VINTAGE	
VPR		VIPER	
VPV	VIP-Avia	VIP AVIA	Georgia
VPX		TOPLUX	
VQI		VILLA AIR	
VRA	Vertair	VERITAIR	United Kingdom
VRB	Silverback Cargo Freighters	SILVERBACK	Rwanda
VRC	Taxi de Veracruz	VERACRUZ	Mexico
VRD	Virgin America	REDWOOD	United States
VRE	Air Côte d'Ivoire	COTE DIVORIE	Ivory Coast
VRE	Volare Airlines	UKRAINE VOLARE	Ukraine
VRG		VARNA LINES	
VRI	Aerotaxi Villa Rica	VILLARICA	Mexico
VRJ		V_R JET	
VRL	Voar Lda	VOAR LINHAS	Angola
VRN	VRG Linhas Aéreas	VARIG	Brazil
VRO	Aerovitro	AEROVITRO	Mexico
VRS	Sirvair	VAIRSA	Mexico
VRT	Averitt Air Charter	AVERITT	United States
VRZ		VERTIR	
VSA	Avstar Aviation	STARBIRD	South Africa
VSB	Vickers Limited	VICKERS	United Kingdom
VSC		AVESCA	
VSE		VASRE	
VSG	AirClass Airways	VISIG	Spain
VSK		SKYVEN	
VSL		VELOX	
VSM		VIETSTAR	
VSN	Vision Airways Corporation	VISION	Canada
VSO	Voronezh Aircraft Manufacturing Society	VASO	Russia
VSP		VASP	
VSR	Aviostart AS	AVIOSTART	Bulgaria
VSS	Virign Islands Seaplane Shuttle	WATERBIRD	United States
VST		SOKUR	
VSU		VENAVIA	
VSV	Scat Air	VLASTA	Kazakhstan
VTA	Air Tahiti	AIR TAHITI	French Polynesia
VTC	Vuelos Especializados Tollocan	VUELOS TOLLOCAN	Mexico
VTE	Contour Airlines	VOLUNTEER	United States
VTF		VETFLIGHT	
VTG	Aviação Transportes Aéreos e Cargas	ATACARGO	Angola
VTH	Vuelos Corporativos de Tehuacan	VUELOS TEHUACAN	Mexico
VTI	Vistara	VISTARA	India
VTK	Vostok Airlines	VOSTOK	Russia
VTL	Victor Tagle Larrain	VITALA	Chile
VTM	Aeronaves TSM	AERONAVES TSM	Mexico
VTR		VITEK	
VTS	Everts Air Alaska/Everts Air Cargo	EVERTS	United States
VTT	Avia Trans Air Transport	VIATRANSPORT	Sudan
VTU		TURPIAL	
VTV	Vointeh	VOINTEH	Bulgaria
VTX	Verataxis	VERATAXIS	Mexico
VTY	Air Midwest (Nigeria)	VICTORY	Nigeria
VTZ		TAUSI	
VUE	AD Aviation	FLIGHTVUE	United Kingdom
VUK		VUKANI	
VUL	Elios	ELIOS	Italy
VUN		AIRVOIRE	
VUO	Aerovuelox	AEROVUELOX	Mexico
VUR	Vuelos Internos Privados VIP	VIPEC	Ecuador
VUS	Vuela Bus	VUELA BUS	Mexico
VVA		IALSI	
VVB		VEE-TRANS	
VVC	Viva Air Colombia	VIVA AIR COLOMBIA	Colombia
VVF	Dunyaya Bakis Hava Tasimaciligi	WORLDFOCUS	Turkey
VVG	Aerovilla	AEROVILLA	Colombia
VVM	Viva Macau	JACKPOT	Macao
VVP		AIR SALZBURG	
VVV	Valair Aviação Lda	VALAIRJET	Portugal
VWA		SEREOS	
VXG	Avirex	AVIREX-GABON	Gabon
VXN	Sunset Aviation	VIXEN	United States
VXP	Mali Air Express	AVION EXPRESS	Mali
VXS		VOLUXIS	
VXX	Aviaexpress Aircompany	EXPRESSAVIA	Ukraine
VXY		SÜDAVIA	
VYE		JET SOLUTIONS	
VYT	RAF Valley Flying Training Unit	ANGLESEY	United Kingdom
VZA		AVEAIR	
VZL	Vzlyet	VZLYET	Russia
VZR	Aviazur	IAZUR	France
WAA	Westair Aviation	WESTAIR WINGS	Namibia
WAB	Aero Industries Inc	WABASH	United States
WAC	West African Cargo Airlines	WESTAF CARGO	Mauritania
WAD	RAF Waddington	VULCAN	United Kingdom
WAE	Western Air Express	WESTERN EXPRESS	United States
WAF	Flamenco Airways	FLAMENCO	United States
WAI		BUSHWOOD	
WAJ	AirAsia Japan	WING ASIA	Japan
WAK		WINGS ALASKA	
WAL	Western Arctic Air	WESTERN ARCTIC	Canada
WAM	Air Taxi & Cargo	TAXI CARGO	Sudan
WAN	Wataniya Airways	WATANIYA	Kuwait
WAP	Arrow Panama	ARROW PANAMA	Panama
WAR	NZ Warbirds Association	WARBIRDS	New Zealand
WAS	Walsten Air Services	WALSTEN	Canada
WAU		WIZZAIR UKRAINE	
WAV	Warbelow's Air Ventures	WARBELOW	United States
WAW	Wings Airways	WING SHUTTLE	United States
WAX		CARGO BIRD	
WAY	Airways	GARONNE	France
WBA	Finncomm Airlines	WESTBIRD	Finland
WBR	Multi-Aero	WEBER	United States
WCA	West Coast Airways	WEST-LEONE	Sierra Leone
WCB	West Africa Airlines	KILO YANKEE	Ghana
WCC	West Coast Charters	WEST COAST	United States
WCD		WHITE CLOUD	
WCG	West Coast Airlines	WHISKY INDIA	Ghana
WCI		DRAKE	
WCO	Columbia Helicopters	COLUMBIA HELI	United States
WCP	Primaris Airlines	WHITECAP	United States
WCR	West Caribbean Costa Rica	WEST CARIBBEAN	Costa Rica
WCW	West Caribbean Airways	WEST	Colombia
WCY	Viking Express	TITAN AIR	United States
WDA	Wimbi Dira Airways	WIMBI DIRA	Democratic Republic of Congo
WDG	Ministry of Agriculture, Fisheries and Food	WATCHDOG	United Kingdom
WDK	Oxford Air Services	WOODSTOCK	United Kingdom
WDL	WDL Aviation	W_D_L	Germany
WDR	Air Net Private Charter	WIND RIDER	United States
WDS	Four Winds Aviation	WINDS	United States
WDY	Chicago Jet Group	WINDY CITY	United States
WEA	White Eagle Aviation	WHITE EAGLE	Poland
WEB	WebJet Linhas Aéreas	WEB-BRASIL	Brazil
WEC	Universal Airlines	AIRGO	United States
WED		WENDA	
WEL	Veles, Ukrainian Aviation Company	VELES	Ukraine
WEN	WestJet Encore	ENCORE	Canada
WES	Rainbow International Airlines	WEST INDIAN	United States
WES	Western Express Air Lines	WEST EX	Canada
WET		AIRWET	
WEV	Victoria International Airways	VICTORIA UGANDA	Uganda
WEW	West Wind Aviation	WESTWIND	Canada
WEX	Wings Express	WINGS EXPRESS	United States
WEY		WEB ACADEMY	
WFA		WESTFLUG	
WFC	Swift Copters	SWIFTCOPTERS	Switzerland
WFD	BAE Systems	AVRO	United Kingdom
WFH		WANFENG	
WFO	Wilbur's Flight Operations	WILBURS	United States
WFR		WAFEER	
WFT	Aircharters Worldwide	WORLD FLIGHT	United States
WGA	Vega Air Company	WEGA FRANKO	Ukraine
WGN	Western Global Airlines	WESTERN GLOBAL	United States
WGP	Williams Grand Prix Engineering	GRAND PRIX	United Kingdom
WGS	Airwings oy	AIRWINGS	Finland
WGT	Volkswagen AirService GmbH	WORLDGATE	United Kingdom
WHA		SKYE LINE	
WHB		HOSHAM AIR	
WHE	Westland Helicopters	WESTLAND	United Kingdom
WHG		CHEER	
WHL		WOODGATE	
WHR	Hummingbird Helicopter Service	WHIRLEYBIRD	United States
WHS	Wiking Helikopter Service	WEEKING	Germany
WHT	White	WHITEJET	Portugal
WHY	Air Sorel	AIR SOREL	Canada
WHZ		SPELLCASTER	
WIA	Windward Islands Airways International	WINDWARD	Netherlands
WID		WINDAERO	
WIF	Widerøe	WIDEROE	Norway
WIG	Wiggins Airways	WIGGINS AIRWAYS	United States
WIL	Aero Air	WILLIAMETTE	United States
WIN	Winlink	WINLINK	Saint Lucia
WIS	Paccair	WISCAIR	United States
WIT	RAF Wittering	STRIKER	United Kingdom
WIW	V-avia Airline	VEE-AVIA	Ukraine
WIZ	Micromatter Technology Solutions	WIZARD	United Kingdom
WJA	WestJet	WESTJET	Canada
WJM		WINDSOR JET	
WJT		WIJET	
WKC		MUSHROOM	
